protected,verified,location,followers_count,following_count,tweet_count,listed_count,has_profile_image,isBot,un_no_of_char,un_special_char,name_no_of_char,name_special_char,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,has_url
0,0,1,14,0,145,2,1,0,11,0,14,0,0,0,0,0,0
0,0,1,404,407,21827,0,1,0,14,0,15,0,0,0,0,1,0
0,0,1,295,307,40103,6,1,0,11,1,4,0,0,0,0,1,0
1,0,1,4,89,32841,4,1,0,13,1,5,0,0,0,0,1,1
0,0,1,26772,3592,97498,724,1,0,10,0,11,0,0,0,0,1,0
0,0,1,1841,643,8570,131,1,0,11,0,12,0,1,0,0,1,1
0,0,1,528,682,3109,35,1,0,4,0,18,1,0,0,0,1,0
0,0,1,208,117,4141,1,1,0,13,0,10,0,0,0,0,0,1
0,0,1,88751,55947,121531,102,1,1,6,0,12,0,0,0,0,1,0
0,0,1,94287,67511,344651,1528,1,1,15,0,15,0,0,3,1,1,1
0,0,0,314,960,21114,2,1,1,12,0,13,0,0,0,0,1,0
0,0,0,32,155,114,1,1,1,13,0,13,0,0,2,1,1,1
0,0,0,24,159,87,0,1,1,10,0,10,0,0,0,0,1,1
0,0,0,15,0,124,2,1,0,13,0,17,0,0,0,0,0,0
0,1,1,1562908,411,265751,9773,1,1,4,0,5,0,0,0,0,1,1
0,0,1,123,823,139,0,1,1,14,0,14,0,1,2,0,1,1
0,1,1,76597,364,56378,434,1,1,11,0,11,0,0,0,0,1,0
1,0,1,542,176,88822,4,1,0,14,0,9,0,0,0,0,1,0
0,0,1,522,1119,70117,56,1,0,9,0,12,1,0,0,0,1,0
0,0,1,8441,341,8253,1184,1,0,12,0,11,0,0,0,0,1,1
0,0,0,28,134,87,0,1,1,12,0,12,0,0,0,0,1,1
1,0,1,973,290,15154,4,1,0,11,1,7,0,0,0,0,1,0
0,0,0,3904,3150,203291,203,1,0,8,0,7,0,0,0,0,1,1
1,0,1,394,372,25936,2,1,0,7,0,9,0,0,0,0,1,1
1,0,1,210,845,18941,12,1,0,7,0,9,0,0,0,0,1,0
0,0,1,678,254,5442,4,1,0,11,0,12,0,1,0,0,1,1
0,0,0,145,0,13923,37,1,0,9,1,11,0,0,0,0,1,1
0,0,1,2111,33,773,86,1,0,8,0,11,0,1,0,0,1,1
0,0,1,169,80,2918,17,1,0,9,0,9,0,0,0,0,1,1
0,0,1,415,347,43237,11,1,0,10,0,10,0,0,0,0,1,1
0,0,1,93641,94993,166938,113,1,1,14,0,16,0,0,1,0,1,0
0,0,1,9756,2308,1851,291,1,0,15,0,15,0,0,0,0,1,0
1,0,0,104,91,3975,0,1,0,11,0,5,0,0,0,0,0,0
0,0,1,136,197,9728,8,1,0,12,0,15,0,0,0,0,1,1
0,0,1,9,100,2014,0,1,0,8,0,7,0,0,0,0,0,0
0,0,1,175407,359,102311,744,1,0,13,0,14,0,2,1,0,1,1
0,0,1,1677,2202,19482,70,1,0,8,0,11,0,2,0,0,1,1
0,0,0,2912,635,56709,145,1,0,7,0,2,0,0,0,0,0,0
0,0,1,1143,400,51435,86,1,0,11,0,17,0,0,0,0,1,1
0,0,0,37,162,118,2,1,1,12,0,12,0,0,0,0,1,1
0,1,1,2140424,167,145079,20708,1,1,7,0,24,0,1,0,0,1,1
0,0,0,94,639,107,0,1,1,14,0,14,0,0,0,0,1,1
0,0,1,27,142,25282,4,1,0,7,0,6,0,0,0,0,1,0
0,0,0,32,156,88,0,1,1,13,0,14,0,0,0,0,0,0
0,0,1,243,71,28703,10,1,1,14,0,12,0,0,0,0,1,0
0,0,0,10108,282,39854,11,1,0,9,0,10,0,1,0,0,1,0
0,0,1,91626,238,1403,94,1,1,10,0,15,0,0,0,0,1,0
0,0,0,891,27,18,1,1,1,8,0,7,0,0,0,0,0,0
1,0,1,262,174,7516,2,1,0,12,0,9,0,0,0,0,1,0
0,0,1,1110,1235,18554,21,1,0,12,0,13,0,0,0,0,1,0
0,0,0,3838,20,76338,116,0,0,15,0,17,0,0,0,0,0,0
0,0,0,22,146,83,0,1,1,13,0,14,0,0,0,0,0,0
0,0,1,140,0,8524,1,1,0,11,0,17,0,0,0,0,1,0
1,0,1,120,260,4494,5,1,0,8,0,8,0,0,0,0,1,0
0,0,1,301,568,13738,2,1,0,10,0,17,0,0,0,0,1,0
0,0,1,86,196,1334,0,1,0,11,0,12,0,0,0,0,1,0
0,0,1,567,675,17859,24,1,0,6,0,8,0,0,0,0,1,0
1,0,1,420,603,34941,3,1,0,7,0,4,0,0,0,0,1,1
0,0,0,28,160,94,1,1,1,14,0,14,0,0,0,0,1,1
0,0,0,5,14,15,0,1,0,13,1,3,0,0,0,0,0,0
0,0,0,132,1284,121,0,1,1,11,0,11,0,0,0,0,1,1
0,1,0,81121,80,72352,565,1,0,8,0,10,0,0,1,0,1,1
1,0,0,451,237,24647,7,1,0,8,1,1,0,0,0,0,0,0
0,0,1,22636,172,54005,61,1,0,9,0,9,0,0,0,0,1,0
0,0,1,11774,46,537827,59,1,0,9,0,18,0,0,0,0,1,0
0,0,0,14814,16805,1228,16,1,1,11,0,6,0,0,0,0,1,0
0,0,1,743,973,15663,13,1,0,8,0,8,0,0,0,0,1,1
0,0,1,1556,1777,78289,17,1,0,14,1,41,0,0,4,0,1,1
0,0,1,2818,567,89216,22,1,0,13,0,22,0,1,2,0,1,1
1,0,1,1228,1105,185908,115,1,0,7,0,4,0,1,0,0,1,0
0,0,1,894,48,52263,13,1,1,14,1,20,0,2,4,0,1,1
0,0,1,557,81,22652,2,1,0,14,0,1,0,0,0,0,1,0
0,0,0,24,150,143,0,1,1,14,0,15,0,0,0,0,0,0
0,0,1,25163,10482,115290,127,1,0,12,0,12,0,4,1,0,1,1
1,0,1,343,419,16085,32,1,0,7,0,14,0,0,0,0,0,1
1,0,1,326,283,28864,8,1,0,6,0,7,0,0,0,0,1,0
1,0,1,271,554,11817,5,1,0,5,0,14,0,0,0,0,0,0
0,0,1,673,1101,14446,6,1,0,8,0,7,0,0,0,1,1,1
0,0,0,22,149,67,0,1,1,14,0,14,0,0,0,0,1,1
0,0,0,355,78,25158,27,1,0,9,0,15,1,0,0,0,1,0
0,0,0,88,852,102,0,1,1,10,0,10,0,0,0,0,1,1
0,0,1,681,137,102688,19,1,0,13,0,18,0,0,0,0,1,0
1,0,1,58,100,8239,4,1,0,11,0,12,0,0,0,0,1,0
0,0,0,106,951,96,1,1,1,12,0,12,0,0,0,0,1,1
0,0,1,1751,980,6502,120,1,0,11,0,11,0,0,0,0,1,1
0,0,1,19248,6310,37326,88,1,1,11,0,12,0,0,0,0,1,0
0,0,1,45,0,397,2,1,1,15,1,20,0,0,0,0,1,0
1,0,1,206,48,12213,0,1,0,8,0,12,0,0,0,0,1,0
0,1,1,1513532,812,8388,2273,1,0,13,0,14,0,1,0,1,1,1
0,0,1,79,511,8400,6,1,0,14,0,12,0,0,0,0,1,1
0,0,0,113,0,22645,7,0,0,9,0,18,1,0,0,0,0,0
0,0,1,70809,411,17032,638,1,0,14,0,11,0,1,0,1,1,1
0,0,0,35,200,136,2,1,1,11,0,11,0,1,0,0,1,1
1,0,1,35,115,5439,0,0,0,11,0,12,0,0,0,0,0,0
0,0,1,3751,1870,144483,396,1,0,11,0,11,0,0,0,1,1,1
0,0,1,3174,4660,13578,17,1,0,12,0,13,0,0,0,0,1,1
0,0,1,11206,3614,59129,132,1,0,12,1,18,0,0,1,1,1,0
1,0,1,502,256,20426,7,1,0,12,0,13,0,1,0,0,1,1
0,0,0,2,0,21,0,0,1,10,0,14,0,0,0,0,0,0
0,0,0,31,158,80,0,1,1,9,0,9,0,0,0,0,1,1
1,0,1,373,255,17283,1,1,0,7,0,3,0,0,0,0,0,0
1,0,1,127,0,2954,13,1,0,11,0,16,0,0,0,0,1,1
0,0,1,24,161,105,0,1,1,15,0,15,0,0,0,0,1,1
0,0,0,32,160,83,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,208,19,4023,14,1,0,13,1,15,0,0,0,0,0,0
0,0,1,356,329,59544,1,1,0,8,0,9,0,0,0,0,1,1
0,0,0,27,152,114,0,1,1,11,0,12,0,0,0,0,0,0
0,0,1,2687,195,4500,76,1,0,9,1,9,0,0,0,0,1,0
0,0,0,16,53,341,0,1,0,9,0,9,0,0,0,0,1,0
0,0,1,7762,7752,29932,368,1,0,10,0,11,0,0,0,0,1,1
0,0,1,510850,265308,244103,2522,1,1,14,0,8,0,0,0,0,1,1
0,0,0,183,905,135,1,1,1,12,0,12,0,0,0,0,1,1
0,0,0,29,153,69,0,1,1,14,0,14,0,0,0,0,1,1
0,0,1,316,178,45631,3,1,0,14,0,17,0,0,0,0,1,1
0,0,1,244,176,215,4,1,0,13,0,8,0,0,0,0,0,0
0,0,0,2675,530,14587,15,1,0,12,0,13,0,0,0,0,1,0
1,0,1,215,354,5904,13,1,0,5,0,13,0,0,0,0,0,0
0,0,1,348,264,99258,7,1,0,9,0,7,0,0,0,0,1,1
0,0,0,72,835,109,0,1,1,13,0,13,0,0,0,0,1,1
1,0,1,6,15,28,0,1,0,7,0,14,0,0,0,0,1,0
0,0,1,340,370,23150,8,1,0,7,0,5,0,0,0,0,1,1
0,0,0,3,0,167,0,0,0,11,1,12,0,0,0,0,0,0
0,0,1,870,800,6949,87,1,0,12,1,15,0,0,0,0,1,1
0,0,0,6,19,1,0,1,0,15,0,14,0,0,0,0,0,0
0,0,0,21,179,118,0,1,1,11,0,11,0,0,1,0,1,1
0,0,0,16,0,16,0,0,0,12,0,12,0,0,0,0,0,0
1,0,0,129,110,7792,1,1,0,10,0,6,0,0,0,0,0,0
0,0,1,3063,0,15042,265,1,0,10,0,12,0,0,0,0,1,1
0,0,1,31549,0,89855,203,1,0,13,0,13,0,0,0,0,0,0
0,0,1,3265,1506,13524,53,1,0,15,0,22,0,0,0,0,1,0
0,0,1,49,0,1052,4,1,0,12,1,15,0,0,0,0,1,0
0,0,1,240,301,6901,0,1,0,12,0,8,0,0,0,0,1,1
0,0,1,864,560,30147,8,1,0,9,0,9,0,0,0,0,1,1
0,0,1,4884,2121,147936,126,1,0,12,1,18,0,0,0,0,1,1
0,0,0,32,0,54,8,1,0,15,0,15,0,0,0,0,0,0
0,0,0,476,1471,6750,5,1,0,6,0,4,0,0,0,0,1,0
0,1,1,152082,15882,104400,1137,1,1,6,0,13,0,1,0,0,1,1
0,0,0,30,127,97,0,1,1,15,0,15,0,0,0,0,1,1
0,0,0,1,9,12,0,1,0,11,1,9,0,0,0,0,1,0
0,0,1,382,323,12602,12,1,0,6,0,15,0,0,0,0,1,1
0,0,1,93,310,2733,10,1,0,5,0,17,0,0,1,0,1,0
0,0,0,1044,142,45195,40,1,0,9,1,5,0,1,0,1,1,0
0,0,1,2295,1220,190598,85,1,0,11,0,8,0,0,0,1,1,1
0,0,1,1099,2300,9258,17,1,0,7,1,13,0,0,0,0,1,0
0,1,1,42422,4195,42965,234,1,1,12,0,14,0,0,0,0,0,1
0,0,1,35,151,125,0,1,1,13,0,13,0,0,1,0,1,1
0,0,1,141,124,4592,3,1,0,12,0,16,0,0,0,0,0,1
0,0,1,7,0,26,0,1,1,7,0,3,0,0,0,0,0,0
0,0,1,1533,659,19798,0,1,0,10,1,1,0,0,0,0,0,1
0,0,1,574,448,699,6,1,0,8,0,14,0,1,0,0,1,1
0,0,1,1278,702,108069,27,1,0,9,1,9,1,0,0,0,1,1
0,0,1,764,964,24394,20,1,0,7,0,7,0,0,0,0,1,0
1,0,1,1151,541,29588,5,1,0,7,1,6,0,0,0,0,1,0
0,0,0,116,2093,2876,1,1,1,14,0,13,0,0,0,0,0,0
0,0,1,1106,1130,122574,122,1,0,9,0,4,0,0,0,0,1,0
0,0,1,377,613,20273,3,1,0,14,0,8,0,0,0,0,1,0
1,0,1,8816,7549,19359,867,1,0,5,0,8,0,0,0,0,1,0
0,0,1,1010,1543,51426,33,1,0,7,0,18,1,0,0,0,1,1
0,0,1,850,991,42792,41,1,0,9,0,4,0,0,0,1,1,1
0,0,1,611,525,29458,5,1,0,13,0,14,0,0,0,0,1,1
0,0,1,37,155,91,0,1,1,10,0,10,0,0,1,0,1,1
0,0,0,312,284,5360,0,1,0,10,0,5,1,0,0,0,0,1
0,0,1,13046,13,205,833,1,0,9,0,9,0,0,0,0,0,1
0,0,1,89,253,194,3,0,0,15,0,15,0,0,0,0,1,1
0,0,1,1,2,19,0,1,0,9,0,10,0,0,0,0,0,1
0,0,0,79,837,113,1,1,1,9,0,10,0,0,0,0,0,0
0,0,1,502,1989,9870,45,1,0,15,1,15,0,0,0,0,1,1
0,0,0,23,146,112,0,1,1,7,0,7,0,0,0,0,1,1
0,0,0,27,153,89,0,1,1,12,0,12,0,0,3,0,1,1
0,0,0,3,37,9,0,1,0,8,0,8,0,0,0,0,0,0
0,0,1,9639,3623,114057,744,1,0,10,1,5,0,0,0,0,1,1
1,0,1,153,905,18543,2,1,0,7,0,20,0,0,0,1,1,1
0,0,1,719,969,60283,61,1,0,11,1,9,0,1,4,0,1,0
1,0,1,417,488,37878,1,1,0,8,0,2,0,0,0,0,1,0
0,0,0,269,0,13892,1,1,0,6,0,6,0,0,0,0,0,0
0,0,1,75743,84574,143992,597,1,1,12,0,11,0,0,1,0,1,0
0,0,1,33,9,978,1,1,0,15,1,9,0,0,0,0,1,0
0,0,1,104797,2855,43189,58,1,0,15,0,16,0,1,0,1,1,1
0,0,1,969,856,8104,8,1,0,13,1,13,0,0,0,1,1,0
0,0,1,6188,797,5829,232,1,0,12,0,16,0,0,0,0,1,1
1,0,1,456,1730,38865,6,1,0,13,0,18,0,0,0,1,1,1
0,0,0,3195,70,7270,53,1,0,12,0,3,0,0,0,0,1,0
0,0,1,166588,383,199096,357,1,1,14,0,16,0,1,0,0,1,1
0,0,0,5750,3591,2706,5,1,1,12,0,13,0,0,0,0,1,0
0,0,0,30,185,145,0,1,1,12,0,12,0,0,2,0,1,1
0,0,0,81,121,3751,1,1,0,8,0,5,0,0,0,0,0,0
0,0,1,103,312,5003,6,1,0,9,0,21,0,0,0,1,1,1
0,0,1,4471,2729,121051,243,1,0,8,0,12,0,0,2,1,1,1
0,0,0,3297,755,190583,37,1,0,11,0,12,0,0,0,0,1,0
0,0,1,69,89,3390,1,1,0,13,1,13,0,0,0,0,1,0
0,0,1,46888,526,9850,504,1,0,13,0,18,0,2,0,0,1,1
0,0,1,5340,2270,1949,25,1,1,9,0,4,0,0,0,1,1,1
1,0,1,427,208,25301,1,1,0,11,0,5,0,0,0,0,1,0
0,0,1,455,214,5329,11,1,0,6,0,14,0,7,0,0,1,1
0,1,1,26530,9967,28378,755,1,0,12,0,13,0,4,0,0,1,1
1,0,1,91,327,254,1,1,1,15,0,14,0,0,0,0,1,1
0,0,0,32,140,119,0,1,1,11,0,11,0,0,0,0,1,1
0,0,0,36,20,238,0,0,0,11,0,15,0,0,0,0,0,1
0,0,1,32,161,93,1,1,1,10,0,10,0,0,0,0,1,1
0,0,0,10872,2630,127227,93,1,0,10,1,8,0,0,0,0,0,1
0,0,1,422,536,15974,9,1,0,11,0,12,0,0,0,0,1,0
0,0,1,1003,854,143502,66,1,0,7,0,7,0,0,0,0,1,0
0,0,0,39,145,105,0,1,1,13,0,13,0,0,5,0,1,1
1,0,1,282,327,22089,1,1,0,6,1,1,0,0,0,0,1,0
0,0,0,6,0,20,0,0,1,9,0,9,0,0,0,0,0,0
0,0,1,1593,993,7525,29,1,0,9,0,19,1,1,0,0,1,1
0,0,0,31,169,120,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,336,2992,60877,19,1,0,15,0,19,0,0,0,0,1,0
0,0,0,234,197,18509,6,1,0,13,0,13,0,0,0,0,1,0
1,0,1,477,296,39403,28,1,0,11,0,11,0,0,0,0,1,0
0,0,1,137425,142,105079,250,1,0,9,0,30,0,0,0,0,1,1
0,0,0,117,628,93,4,1,1,14,0,14,0,0,0,0,1,1
0,0,0,530,299,188163,30,1,0,5,0,3,0,0,0,0,1,1
0,0,1,1210,836,12550,35,1,0,7,0,3,0,1,0,0,1,0
0,0,1,217,2894,37251,1,1,0,7,1,8,0,0,0,0,1,0
0,0,1,1610,580,25910,60,1,0,13,0,14,0,0,0,1,1,1
0,0,1,4238,4599,39673,22,1,0,13,0,12,0,3,0,0,1,1
0,0,1,80,0,14833,0,1,0,15,1,5,0,0,0,0,0,0
0,0,1,8181,1173,65095,733,1,0,6,0,16,1,1,0,0,1,1
0,0,1,3605,880,37179,108,1,0,6,0,17,0,4,1,0,1,1
0,0,1,185,166,5217,12,1,0,11,0,6,0,0,0,0,1,1
0,0,1,159,971,393,4,0,0,15,1,14,0,0,0,0,0,1
0,0,0,83,788,98,0,1,1,13,0,13,0,0,0,0,1,1
0,0,0,1090,670,9010,86,0,0,8,0,5,0,0,0,0,1,1
0,0,1,1229,1705,20916,11,1,0,8,0,11,0,0,0,0,1,0
0,1,1,127714,21,55078,275,1,1,14,0,18,0,0,0,1,1,0
0,0,1,213,686,1071,0,1,1,13,0,18,0,0,0,0,1,0
0,0,1,284,220,5126,9,1,0,10,0,5,0,0,0,0,1,0
0,0,1,1623,2198,2871,60,1,0,15,0,20,1,0,0,0,1,1
0,0,1,38,152,103,0,1,1,10,0,10,0,0,0,0,1,1
0,0,1,1088,538,91923,5,1,0,15,0,2,0,0,1,0,1,0
0,0,1,755,1280,118865,1,1,1,12,1,19,1,0,0,0,1,0
0,0,1,2024,1346,2641,82,1,0,14,0,14,0,0,0,0,1,1
0,0,1,41940,46371,69697,19,1,1,8,0,30,0,0,0,1,1,1
0,0,0,102,129,797,0,1,0,8,0,8,0,0,0,0,0,0
0,0,0,1492,452,26365,61,1,0,8,0,8,0,0,0,0,1,1
0,0,1,848,453,30876,12,1,0,10,0,16,0,0,0,0,1,0
0,0,1,29,138,88,0,1,1,11,0,11,0,0,0,0,1,1
0,0,0,152175,745,136898,229,1,1,12,0,20,0,0,0,1,1,1
0,0,1,2446,1321,33888,36,1,0,13,0,12,0,0,0,0,1,1
0,0,1,1077,3279,33774,74,1,0,6,0,30,1,0,3,0,1,0
1,0,1,733,942,115178,100,1,0,7,1,2,0,0,0,0,1,0
1,0,1,39,223,1815,0,1,0,7,0,2,0,0,0,0,1,0
0,0,1,451,396,248835,42,1,0,11,0,5,0,0,0,0,1,0
0,0,0,22,179,136,0,1,1,11,0,11,0,0,0,0,1,1
0,0,0,77,65,902,0,1,0,12,0,13,0,0,0,0,1,0
0,0,1,253,264,43422,28,1,0,8,0,22,0,0,0,0,1,0
0,0,1,7729,561,61527,328,1,0,14,0,15,0,0,0,0,1,1
0,0,1,1051,582,383,18,1,0,7,0,7,0,0,0,1,1,1
0,0,1,7166,1556,16747,168,1,0,8,0,29,0,0,2,1,1,1
0,0,0,25,157,109,0,1,1,13,0,13,0,0,0,0,1,1
0,0,0,30,152,84,0,1,1,11,0,11,0,0,0,0,1,1
0,1,1,1254280,540,1000701,3435,1,0,12,0,9,0,0,0,0,1,1
0,0,0,642,201,159775,44,1,0,11,1,15,0,0,0,0,1,0
0,0,1,2422,2826,53465,9,1,0,12,1,13,0,0,1,0,1,0
1,0,1,399,423,56028,1,1,0,10,0,5,0,0,0,0,1,0
0,0,1,6063,8777,1868,12,1,1,13,0,13,0,0,0,0,0,1
0,0,0,28,161,105,0,1,1,14,0,15,0,0,0,0,0,0
0,0,0,28,167,97,0,1,1,10,0,11,0,0,0,0,0,0
1,0,0,536,412,52137,0,1,0,10,0,6,0,0,0,0,1,0
0,0,1,1102,2521,24767,36,1,0,11,0,13,0,0,0,0,1,1
0,0,1,120865,16336,292184,415,1,1,13,0,15,0,0,1,0,1,1
0,0,1,541,1255,48933,44,1,0,7,1,6,0,0,0,0,1,1
0,0,1,143408,292,48058,614,1,1,14,0,15,0,0,0,0,1,1
0,0,1,65,573,4158,0,1,0,7,0,17,0,0,0,0,1,0
0,0,1,181,0,688,3,1,0,5,0,19,1,1,0,0,1,1
0,0,1,219587,159,3766,40,1,0,8,0,13,0,0,0,0,1,0
0,0,1,7462,8224,3451,13,1,1,12,0,13,0,0,0,0,1,0
0,0,1,270,378,2346,12,1,0,12,0,11,0,0,0,0,1,0
0,0,1,3073,773,14139,99,1,0,14,0,14,0,1,0,0,1,1
0,0,1,2850,341,18391,73,1,0,13,0,12,0,1,0,0,1,1
0,0,1,312,193,16386,32,1,0,9,0,4,0,0,0,0,1,1
1,0,1,156,510,5993,5,1,0,7,0,15,0,0,0,0,1,0
1,0,1,129,596,11604,9,1,0,9,0,11,0,0,0,0,1,0
0,0,1,21,69,156,1,1,0,9,0,13,0,0,0,0,1,1
0,0,1,3880,2187,14613,183,1,0,9,0,22,0,0,0,0,1,1
0,0,0,15,184,295,5,0,0,5,0,5,0,0,0,0,0,0
1,0,1,79,65,3937,2,1,0,15,0,16,0,0,0,0,1,0
0,0,0,27,162,101,0,1,1,13,0,13,0,0,0,0,1,1
0,0,0,22,144,87,1,1,1,14,0,15,0,0,0,0,0,0
0,0,0,574,486,33672,3,1,1,15,0,19,0,0,0,0,0,0
0,0,0,465,618,11185,3,1,0,12,0,5,0,0,0,0,0,0
0,0,0,174,578,3052,0,1,0,9,0,12,0,0,0,0,0,0
0,0,1,13,14,1793,0,1,0,6,0,13,0,0,0,0,0,0
0,1,1,59729,2220,81394,290,1,0,12,0,13,0,1,0,0,1,1
1,0,1,25,0,1695,2,1,0,12,0,9,0,0,0,0,1,0
0,0,0,158,84,274,1,1,0,12,0,5,0,0,0,0,1,0
0,0,0,41,169,132,0,1,1,13,0,13,0,0,0,0,1,1
0,0,0,4,0,8,0,0,1,11,0,14,0,0,0,0,0,0
0,0,0,1468,482,67084,4,1,0,8,0,4,0,0,0,0,1,1
0,0,0,30,172,106,0,1,1,14,0,14,0,0,0,0,1,1
0,0,0,871,319,28610,0,1,0,7,0,5,0,0,0,0,0,0
0,0,0,4,160,454,0,1,0,7,0,6,0,0,0,0,0,0
0,0,1,345,96,83724,20,1,0,12,1,9,0,0,0,1,1,1
0,0,1,122,336,34606,7,1,0,8,1,3,0,0,0,0,1,0
0,0,1,6624,1440,141243,100,1,0,6,0,7,0,1,0,0,1,1
1,0,1,115,400,7695,3,1,0,9,0,19,0,0,0,0,1,0
0,0,1,312,300,37056,8,1,0,6,0,6,0,0,0,0,1,0
0,0,1,623,123,7330,12,1,0,14,0,13,0,0,0,0,1,0
0,0,0,975,388,84199,11,1,0,9,0,4,0,0,0,0,1,0
0,0,0,33,169,135,1,1,1,15,0,15,0,0,0,0,1,1
0,0,0,0,2,11,0,1,0,13,0,16,0,0,0,0,0,0
0,0,1,221,692,9632,7,1,0,12,1,12,0,0,0,0,1,0
0,0,0,21,165,88,0,1,1,13,0,13,0,0,0,0,1,1
0,0,0,354,1,7146,9,1,0,7,0,7,0,0,0,0,1,1
0,0,0,929,732,21078,16,1,1,11,0,12,0,0,0,1,1,1
0,0,1,7337,528,17523,301,1,0,15,0,16,0,1,0,0,1,1
0,0,1,152,1054,137,0,1,1,12,0,12,0,0,0,0,1,1
0,0,1,23,157,115,0,1,1,13,0,13,0,0,0,0,1,1
0,0,0,29,152,96,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,2599,366,82977,158,1,0,8,0,18,0,0,0,0,1,0
0,0,1,7562,60,51022,150,1,0,9,0,10,1,2,0,0,1,0
0,0,0,31,161,113,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,1069,2047,869,58,1,0,15,0,13,0,0,0,0,1,1
0,0,1,2041,1524,32706,79,1,0,9,0,11,0,0,0,0,1,1
0,0,1,3601,1012,38143,297,1,0,3,0,10,0,0,0,0,1,0
0,0,1,330,419,35930,3,1,0,11,1,5,0,0,0,0,1,0
0,1,1,184667,2572,49062,1016,1,1,13,0,20,0,1,0,0,1,1
0,0,0,1909,2383,44582,86,1,0,14,0,11,0,0,0,0,1,0
1,0,1,855,285,67704,4,1,0,13,0,9,1,1,0,0,1,0
0,0,0,43,159,94,0,1,1,15,0,16,0,0,0,0,0,0
0,0,1,884,0,63830,16,1,0,9,0,9,0,0,0,0,1,1
0,0,0,356,433,22781,4,1,1,9,0,11,0,0,0,0,1,0
0,0,1,1207,270,179264,12,1,0,8,0,10,0,0,1,0,1,1
1,0,1,402,327,17584,3,1,0,12,1,7,0,0,0,0,0,0
0,0,1,61,89,52394,7,1,0,13,0,7,0,1,0,0,1,1
0,0,1,1872,1746,9697,73,1,0,10,0,11,0,0,0,0,1,1
0,0,1,1308,155,16938,2,1,0,11,0,12,0,0,0,0,1,1
1,0,0,522,302,55761,2,1,0,10,0,5,0,0,0,0,0,0
1,0,0,3009,12,30432,12,1,0,11,0,6,0,0,0,0,1,0
0,0,0,64,346,196,5,1,0,9,0,12,0,0,0,0,1,0
0,0,1,127,0,32555,1,1,0,11,0,6,0,0,0,0,1,0
0,0,1,74,173,17297,2,1,0,10,1,6,0,0,0,0,0,0
0,0,1,9847,1827,13588,113,1,0,15,0,35,0,0,7,0,1,1
0,0,0,412,127,64546,17,1,0,7,0,19,0,2,0,0,1,0
1,0,1,105,119,36241,7,1,0,6,0,2,0,0,0,0,1,0
0,0,0,27,151,114,0,1,1,11,0,12,0,0,0,0,0,0
0,0,1,99,105,166402,8,1,0,12,0,3,0,0,0,0,1,0
0,0,0,26,142,88,0,1,1,12,0,12,0,0,0,0,1,1
0,0,1,1974,441,2304,43,1,0,9,0,20,0,0,0,0,1,1
0,0,0,1067,1,159169,132,1,0,14,1,4,0,0,0,0,1,0
0,0,1,1914,3918,108748,12,1,0,14,0,34,0,0,0,0,1,0
0,0,1,2835,590,39798,57,1,0,6,0,22,0,0,0,0,1,1
0,1,1,202520,0,222775,1152,1,1,9,0,18,0,0,4,0,1,1
0,0,0,23,135,76,0,1,1,13,0,13,0,0,0,0,1,1
0,0,0,616,851,8618,5,1,0,12,0,12,0,0,0,0,1,0
0,0,0,108,1058,112,0,1,1,14,0,14,0,0,0,0,1,1
0,0,1,3782,1987,74121,60,1,0,13,0,14,0,0,1,0,1,1
0,0,1,22,175,107,0,1,1,13,0,13,0,0,0,0,1,1
0,0,0,147,1168,16335,1,1,1,9,0,10,0,0,0,0,1,1
0,0,0,578,665,23196,43,1,0,11,0,2,0,0,0,0,1,0
0,0,1,217138,206,25589,310,1,0,11,0,20,0,0,0,0,1,1
0,0,1,2648,2010,184958,40,1,0,10,0,19,0,1,0,0,1,1
0,0,1,269,141,13015,10,1,0,12,0,11,0,0,0,0,1,1
1,0,0,21,53,67,0,1,0,5,1,8,0,0,0,0,0,0
0,0,0,53,165,97,0,1,1,15,0,15,0,1,0,0,1,1
0,0,1,39,50,461,5,1,0,9,1,15,0,0,0,0,1,0
1,0,0,294,182,26643,5,1,0,12,0,6,0,0,0,0,1,0
1,0,1,186,413,1879,18,1,0,6,0,12,0,0,0,0,1,0
0,0,0,11073,12537,34,16,1,1,11,0,13,0,0,0,0,1,0
0,0,0,33,149,92,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,33,165,116,0,1,1,12,0,12,0,0,0,0,1,1
1,0,1,305,56,7222,0,1,0,13,1,12,0,0,0,0,0,0
0,0,1,2853,4969,38869,28,1,0,11,1,41,0,0,5,0,1,0
0,0,1,1625,3247,64453,299,1,0,8,0,15,0,0,0,0,1,1
0,1,1,9025,4672,55721,210,1,0,12,0,13,0,4,0,1,1,1
0,0,1,896,5002,54225,57,1,0,4,0,3,0,0,0,0,1,0
0,0,1,5707,2271,21170,35,1,0,13,0,9,0,1,0,0,1,1
0,0,1,129,276,3441,2,1,0,15,0,14,0,0,0,0,1,0
0,0,0,2306,1845,6265,20,1,0,8,0,8,0,0,0,0,1,0
0,0,1,9488,9669,3,20,1,1,13,0,14,0,0,0,0,1,0
0,0,1,804,484,687156,15,1,0,6,0,6,0,2,0,1,1,1
