UserID,CreatedAt,CollectedAt,NumerOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile 
78540245,30/9/09 2:24,18/11/09 14:20,62,42,68,11,55
78548971,30/9/09 3:23,29/11/09 7:13,34,4,68,7,0
78549425,30/9/09 3:26,12/11/09 20:33,120,120,3655,10,24
78560756,30/9/09 4:41,23/11/09 0:36,254,255,2369,9,91
78561618,30/9/09 4:47,26/11/09 5:53,381,511,3036,6,86
78564036,30/9/09 5:04,24/11/09 4:07,55,36,56,12,93
78571832,30/9/09 5:53,13/11/09 4:21,0,52,3681,11,0
78572394,30/9/09 5:57,23/11/09 3:59,32,20,109,9,0
78572702,30/9/09 5:58,14/11/09 6:10,0,1,601,6,0
78578034,30/9/09 6:32,20/11/09 7:55,5,2,39,11,0
78581389,30/9/09 6:51,29/11/09 2:13,116,126,2388,11,66
78594437,30/9/09 7:59,16/11/09 6:18,590,704,7217,13,19
78599724,30/9/09 8:23,16/11/09 8:05,16,13,305,10,75
78600251,30/9/09 8:26,26/11/09 8:37,87,100,1097,9,0
78600960,30/9/09 8:29,16/11/09 8:08,1,5,81,10,0
78613838,30/9/09 9:25,23/11/09 9:15,58,41,381,13,14
78616693,30/9/09 9:38,13/11/09 5:38,0,27,1866,13,0
78619878,30/9/09 9:51,25/11/09 21:27,6,6,28,8,46
78630959,30/9/09 10:35,13/11/09 8:39,172,180,1303,10,111
78642934,30/9/09 11:22,15/11/09 23:54,10,12,215,6,0
78643121,30/9/09 11:23,24/11/09 21:22,45,19,1401,9,0
78659616,30/9/09 12:31,13/11/09 20:54,15,5,116,8,34
78662210,30/9/09 12:41,23/11/09 12:31,1,758,142,10,87
78665915,30/9/09 12:56,26/11/09 18:20,24,16,1063,10,1
78668456,30/9/09 13:06,23/11/09 10:43,0,4,30,10,138
78673621,30/9/09 13:27,27/11/09 15:12,129,96,388,12,21
78676393,30/9/09 13:39,14/11/09 9:49,32,9,107,8,46
78676879,30/9/09 13:41,24/11/09 10:30,91,102,753,15,0
78680299,30/9/09 13:56,20/11/09 2:27,11,4,17,14,14
78680363,30/9/09 13:56,14/11/09 10:53,306,101,62,15,21
78687364,30/9/09 14:27,24/11/09 12:26,78,34,86,7,0
78702407,30/9/09 15:37,14/11/09 12:40,8,11,190,6,0
78710369,30/9/09 16:15,15/11/09 19:21,596,592,350,12,0
78713799,30/9/09 16:32,21/11/09 10:58,804,260,182,13,74
78724710,30/9/09 17:22,12/11/09 23:24,20,7,27,12,0
78728052,30/9/09 17:37,22/11/09 15:53,90,42,444,13,149
78732339,30/9/09 17:55,22/11/09 16:04,650,718,6660,15,68
78750875,30/9/09 19:22,29/11/09 5:43,25,14,120,15,35
78756397,30/9/09 19:48,24/11/09 6:08,28,30,845,7,0
78760474,30/9/09 20:06,16/11/09 13:07,564,335,169,9,0
78767834,30/9/09 20:40,20/11/09 21:11,2001,624,973,15,158
78776222,30/9/09 21:20,14/11/09 9:53,1490,1052,3046,10,99
78779387,30/9/09 21:35,12/11/09 17:55,145,38,656,12,29
78797652,30/9/09 22:59,13/11/09 1:56,37,38,27791,9,113
78798109,30/9/09 23:01,26/11/09 23:32,41,17,25,13,21
78809857,30/9/09 23:55,23/11/09 10:52,624,414,262,12,147
78811115,1/10/09 0:01,14/11/09 12:45,167,146,2849,14,92
78813970,1/10/09 0:19,24/11/09 0:29,58,8,4,8,0
78816554,1/10/09 0:35,15/11/09 20:25,62,39,81,9,132
78816575,1/10/09 0:35,24/11/09 22:11,2334,2162,279,13,160
78833289,1/10/09 2:20,28/11/09 22:55,52,41,452,8,64
78843030,1/10/09 3:13,21/11/09 4:56,14,4,162,15,0
78847287,1/10/09 3:36,27/11/09 2:14,20,1,44,7,0
78859632,1/10/09 4:45,29/11/09 3:34,132,105,484,10,0
78873264,1/10/09 5:59,17/11/09 4:37,65,52,231,6,0
78887036,1/10/09 7:09,14/11/09 10:58,20,3,5,12,0
78891495,1/10/09 7:32,15/11/09 13:15,20,19,103,15,38
78892898,1/10/09 7:39,19/11/09 11:07,35,18,198,12,0
78895392,1/10/09 7:52,24/11/09 0:05,134,114,2749,11,90
78903678,1/10/09 8:32,18/11/09 12:27,42,38,647,8,72
78904227,1/10/09 8:34,14/11/09 10:12,29,23,72,15,0
78911073,1/10/09 9:05,14/11/09 6:11,396,212,2673,12,42
78918972,1/10/09 9:39,15/11/09 4:52,142,100,486,9,0
78921239,1/10/09 9:48,14/11/09 3:59,13,4,65,12,0
78921464,1/10/09 9:49,24/11/09 0:29,1,15,647,7,44
78924416,1/10/09 10:02,13/11/09 12:51,54,81,1269,7,62
78932739,1/10/09 10:39,27/11/09 13:30,40,24,100,8,0
78939441,1/10/09 11:08,26/11/09 20:28,1908,1914,1245,9,88
78944615,1/10/09 11:30,22/11/09 9:03,22,24,51,14,34
78945003,1/10/09 11:32,20/11/09 0:33,12,26,57,14,0
78945513,1/10/09 11:35,26/11/09 1:51,1,94,2053,9,97
78952263,1/10/09 12:04,16/11/09 16:52,60,59,1511,9,0
78953063,1/10/09 12:08,17/11/09 19:42,22,25,30,14,110
78958014,1/10/09 12:30,16/11/09 21:56,87,71,71,13,0
78964652,1/10/09 13:01,18/11/09 0:47,56,23,102,9,52
78974590,1/10/09 13:46,20/11/09 22:06,86,89,2324,11,73
78987568,1/10/09 14:46,16/11/09 12:54,13,8,61,9,37
78991696,1/10/09 15:04,27/11/09 21:34,159,142,2079,14,37
78994565,1/10/09 15:17,18/11/09 0:55,133,100,757,13,125
79000541,1/10/09 15:44,27/11/09 14:55,113,49,204,14,0
79000760,1/10/09 15:45,19/11/09 19:33,62,19,30,11,36
79006039,1/10/09 16:11,23/11/09 13:28,59,1785,78,13,66
79011239,1/10/09 16:37,13/11/09 1:06,149,389,384,13,158
79012221,1/10/09 16:43,15/11/09 8:40,1431,1015,244,7,27
79023258,1/10/09 17:37,17/11/09 8:00,85,44,469,14,55
79033078,1/10/09 18:22,15/11/09 18:10,223,101,484,13,79
79033291,1/10/09 18:23,23/11/09 18:03,150,25,89,10,0
79048403,1/10/09 19:33,17/11/09 22:56,34,18,213,7,32
79050797,1/10/09 19:45,20/11/09 9:45,15,19,97,14,0
79050903,1/10/09 19:46,26/11/09 2:48,65,29,172,10,0
79058496,1/10/09 20:24,24/11/09 16:32,211,88,486,12,79
79072458,1/10/09 21:32,20/11/09 21:05,48,110,128,14,48
79073461,1/10/09 21:37,14/11/09 21:20,18,3,23,6,0
79078847,1/10/09 22:04,14/11/09 21:23,25,4,14,6,0
79085660,1/10/09 22:41,26/11/09 0:12,189,18,41,7,10
79109565,2/10/09 1:02,19/11/09 23:50,20,15,376,9,99
79114946,2/10/09 1:37,27/11/09 11:46,79,84,1335,9,62
79114954,2/10/09 1:37,26/11/09 23:20,25,3492,623,11,0
79120913,2/10/09 2:18,15/11/09 5:06,51,23,202,12,160
79129711,2/10/09 3:19,14/11/09 21:02,3,2,4,8,0
79143947,2/10/09 5:03,22/11/09 5:47,86,103,2014,7,123
79152943,2/10/09 6:02,22/11/09 12:16,9,11,47,14,79
79160002,2/10/09 6:43,24/11/09 4:07,10,3,4,8,0
79162280,2/10/09 6:56,29/11/09 6:55,22,26,1729,12,61
79166473,2/10/09 7:19,18/11/09 20:20,4,0,60,15,0
79171413,2/10/09 7:44,19/11/09 5:50,33,31,413,13,25
79177227,2/10/09 8:13,22/11/09 9:06,227,210,1069,12,150
79178146,2/10/09 8:18,23/11/09 3:18,73,13,181,13,0
79178154,2/10/09 8:18,12/11/09 19:54,16,7,20,12,0
79185189,2/10/09 8:51,20/11/09 21:16,33,58,701,7,0
79185732,2/10/09 8:53,24/11/09 16:54,1913,1853,596,11,160
79192884,2/10/09 9:21,21/11/09 7:43,4,25,11,11,55
79196676,2/10/09 9:35,20/11/09 2:57,7,10,648,11,31
79197281,2/10/09 9:38,28/11/09 23:06,5,3,16,8,0
79197962,2/10/09 9:41,21/11/09 5:42,2,2,19,10,14
79201644,2/10/09 9:58,15/11/09 5:31,0,0,39,10,0
79203224,2/10/09 10:06,24/11/09 6:09,53,53,1118,8,54
79209690,2/10/09 10:34,20/11/09 15:47,429,295,1107,7,0
79209748,2/10/09 10:34,14/11/09 23:01,1,41,5520,13,17
79214158,2/10/09 10:53,22/11/09 10:28,19,12,11,8,0
79214949,2/10/09 10:56,19/11/09 7:51,17,12,267,11,43
79215607,2/10/09 10:59,16/11/09 14:24,24,4,95,12,0
79222734,2/10/09 11:28,19/11/09 0:34,4,130,1033,15,0
79257608,2/10/09 13:52,29/11/09 1:54,86,45,291,15,30
79258053,2/10/09 13:53,18/11/09 21:58,19,31,23,12,154
79269361,2/10/09 14:43,26/11/09 10:40,19,6,45,8,14
79281031,2/10/09 15:35,15/11/09 12:08,20,12,87,15,0
79281327,2/10/09 15:36,28/11/09 19:30,341,49,2064,6,0
79284740,2/10/09 15:53,16/11/09 12:00,670,320,10144,7,23
79293586,2/10/09 16:36,20/11/09 5:52,20,36,213,9,14
79297519,2/10/09 16:56,17/11/09 6:22,17,7,164,11,0
79302492,2/10/09 17:21,15/11/09 3:04,6,346,8346,11,0
79304894,2/10/09 17:33,23/11/09 19:05,48,25,875,15,35
79306927,2/10/09 17:43,22/11/09 15:09,20,12,23,7,38
79308131,2/10/09 17:48,23/11/09 2:58,107,61,2130,9,67
79308457,2/10/09 17:50,23/11/09 17:44,185,27,169,8,0
79318189,2/10/09 18:36,24/11/09 19:22,218,236,982,11,84
79320263,2/10/09 18:45,25/11/09 16:38,219,51,137,15,0
79330257,2/10/09 19:36,13/11/09 9:29,108,84,403,7,46
79334637,2/10/09 19:58,24/11/09 18:35,53,78,1226,11,48
79342494,2/10/09 20:38,24/11/09 18:42,6,6,492,14,0
79350325,2/10/09 21:17,24/11/09 20:05,47,12,20,4,0
79358844,2/10/09 22:03,13/11/09 3:20,117,172,4124,10,0
79362198,2/10/09 22:22,15/11/09 19:34,83,72,952,9,0
79362239,2/10/09 22:23,20/11/09 12:07,83,35,398,11,29
79366102,2/10/09 22:45,21/11/09 7:17,3,2,3,11,0
79372232,2/10/09 23:20,16/11/09 0:49,42,47,3019,7,32
79383142,3/10/09 0:20,25/11/09 20:22,22,21,281,11,13
79385836,3/10/09 0:37,15/11/09 18:47,87,68,307,11,133
79392824,3/10/09 1:24,20/11/09 19:57,73,52,2223,11,22
79399413,3/10/09 2:10,29/11/09 6:26,118,97,2397,10,28
79402051,3/10/09 2:30,15/11/09 6:04,162,164,2723,13,123
79406520,3/10/09 3:03,25/11/09 2:51,20,15,208,9,0
79409630,3/10/09 3:25,15/11/09 3:57,48,50,1174,11,115
79416841,3/10/09 4:14,18/11/09 5:08,65,6,14,15,152
79421268,3/10/09 4:46,21/11/09 4:41,18,3,11,12,0
79440062,3/10/09 6:33,29/11/09 8:19,24,10,430,7,0
79447021,3/10/09 7:11,27/11/09 18:22,54,55,3489,11,70
79458756,3/10/09 8:18,26/11/09 14:18,65,42,421,12,154
79460929,3/10/09 8:29,25/11/09 5:56,0,12,2567,15,0
79468022,3/10/09 9:03,29/11/09 5:25,80,85,1507,7,102
79479863,3/10/09 9:59,25/11/09 1:54,502,418,3757,8,78
79480638,3/10/09 10:03,13/11/09 5:15,3,56,962,15,38
79493014,3/10/09 10:52,27/11/09 15:38,23,40,209,13,50
79501692,3/10/09 11:21,21/11/09 23:27,8,11,524,8,0
79511174,3/10/09 11:55,20/11/09 18:01,327,208,1646,8,86
79524845,3/10/09 12:50,20/11/09 11:57,64,34,112,10,0
79536974,3/10/09 13:46,21/11/09 7:08,4,15,1725,10,0
79542261,3/10/09 14:11,13/11/09 1:18,3357,3277,1235,12,61
79549503,3/10/09 14:45,19/11/09 1:12,21,18,146,12,0
79554402,3/10/09 15:09,25/11/09 6:05,36,38,591,11,0
79561384,3/10/09 15:46,21/11/09 6:23,25,25,3308,9,88
79567347,3/10/09 16:17,24/11/09 0:07,19,2,55,12,0
79568566,3/10/09 16:23,16/11/09 22:06,42,10,31,14,0
79574848,3/10/09 16:57,28/11/09 19:45,64,108,955,5,0
79583865,3/10/09 17:48,27/11/09 2:29,7,6,23,15,0
79604217,3/10/09 19:39,13/11/09 22:10,63,83,740,10,25
79606031,3/10/09 19:49,16/11/09 16:27,68,22,137,9,160
79608893,3/10/09 20:05,19/11/09 19:39,2733,2742,320,11,145
79613624,3/10/09 20:29,24/11/09 17:33,347,393,1575,12,67
79618885,3/10/09 20:55,22/11/09 20:02,305,154,453,5,146
79628287,3/10/09 21:45,19/11/09 0:14,62,62,1480,7,14
79629719,3/10/09 21:53,18/11/09 13:03,15,17,274,14,10
79631866,3/10/09 22:05,27/11/09 17:39,4,12,40,11,53
79632171,3/10/09 22:06,16/11/09 0:06,0,14,104,9,21
79635220,3/10/09 22:22,13/11/09 20:32,41,71,1163,10,42
79635810,3/10/09 22:25,13/11/09 2:09,124,124,1286,12,34
79686908,4/10/09 3:33,15/11/09 9:02,12,3,6,12,66
79690041,4/10/09 3:52,22/11/09 4:26,224,70,166,11,0
79696222,4/10/09 4:38,25/11/09 4:33,17,14,227,8,140
79714282,4/10/09 6:58,16/11/09 11:14,127,64,410,14,20
79718339,4/10/09 7:26,26/11/09 1:02,46,81,826,12,23
79720099,4/10/09 7:36,14/11/09 12:06,114,160,2762,8,41
79728888,4/10/09 8:21,29/11/09 11:24,41,22,118,10,0
79729532,4/10/09 8:25,24/11/09 8:00,4,6,7,6,13
79731168,4/10/09 8:34,17/11/09 5:58,11,12,1068,9,27
79752585,4/10/09 10:18,25/11/09 11:58,71,218,5845,8,11
79763997,4/10/09 11:06,21/11/09 15:19,92,73,2383,14,0
79769908,4/10/09 11:35,20/11/09 22:16,89,1564,475,11,36
79772979,4/10/09 11:50,27/11/09 12:03,23,34,96,10,145
79773676,4/10/09 11:53,20/11/09 21:21,18,37,465,13,0
79776086,4/10/09 12:04,12/11/09 21:48,47,25,71,7,0
79781319,4/10/09 12:27,23/11/09 23:13,147,60,199,15,30
79791616,4/10/09 13:08,15/11/09 3:19,82,134,462,8,0
79799979,4/10/09 13:42,15/11/09 15:48,122,800,440,12,150
79805058,4/10/09 14:06,15/11/09 13:30,207,238,3469,15,117
79806078,4/10/09 14:11,20/11/09 20:30,2,590,644,12,32
79814812,4/10/09 14:51,29/11/09 10:12,75,15,73,9,0
79820721,4/10/09 15:19,21/11/09 16:54,358,124,724,12,155
79821932,4/10/09 15:25,24/11/09 19:32,72,83,357,13,0
79828286,4/10/09 15:55,21/11/09 18:40,404,129,407,14,0
79829990,4/10/09 16:04,21/11/09 11:02,35,17,251,10,0
79831841,4/10/09 16:14,26/11/09 9:39,28,31,150,13,0
79843292,4/10/09 17:11,26/11/09 16:00,43,29,76,13,0
79844346,4/10/09 17:16,17/11/09 17:17,223,105,275,11,0
79851621,4/10/09 17:52,29/11/09 8:50,21,7,88,13,13
79852853,4/10/09 17:58,13/11/09 5:48,226,66,6394,14,0
79871969,4/10/09 19:34,25/11/09 8:53,321,198,414,15,90
79873208,4/10/09 19:41,29/11/09 0:46,140,318,1911,10,142
79880450,4/10/09 20:17,25/11/09 23:18,15,2,9,10,0
79896825,4/10/09 21:34,26/11/09 15:55,34,46,139,10,0
79908157,4/10/09 22:32,17/11/09 23:09,16,18,1027,6,22
79913648,4/10/09 23:04,14/11/09 17:22,35,14,42,10,27
79914770,4/10/09 23:10,20/11/09 6:23,36,29,512,6,19
79931516,5/10/09 0:38,24/11/09 17:15,112,48,334,11,0
79938747,5/10/09 1:12,20/11/09 7:58,199,85,779,9,26
79939927,5/10/09 1:17,18/11/09 9:02,34,24,474,9,17
79940724,5/10/09 1:21,15/11/09 3:26,11,5,12,9,13
79944123,5/10/09 1:38,24/11/09 6:00,23,5,20,8,0
79957112,5/10/09 2:45,21/11/09 20:17,32,23,44,10,0
79987868,5/10/09 5:28,22/11/09 0:54,36,23,212,7,0
79998235,5/10/09 6:23,16/11/09 16:20,59,59,988,5,35
79999386,5/10/09 6:28,27/11/09 0:04,55,6,17,7,81
80005640,5/10/09 7:04,13/11/09 3:30,13,186,9661,13,0
80009279,5/10/09 7:23,22/11/09 3:18,1,1,29,13,44
80009654,5/10/09 7:25,15/11/09 21:28,2923,2749,2593,12,52
80013416,5/10/09 7:43,15/11/09 23:23,5,9,173,9,0
80014385,5/10/09 7:52,24/11/09 12:13,2,4,17,10,0
80018215,5/10/09 8:11,26/11/09 15:37,318,317,708,11,47
80023046,5/10/09 8:29,18/11/09 2:31,4,5,230,7,66
80026002,5/10/09 8:41,15/11/09 10:33,23,13,167,8,0
80027985,5/10/09 8:48,20/11/09 22:53,176,70,1063,14,24
80029439,5/10/09 8:53,19/11/09 7:11,22,29,60,15,78
80033022,5/10/09 9:06,19/11/09 13:38,141,54,2202,11,69
80036370,5/10/09 9:20,20/11/09 6:34,27,12,24,12,32
80047645,5/10/09 10:14,18/11/09 5:06,157,58,133,11,78
80064568,5/10/09 11:30,16/11/09 16:03,68,25,449,15,76
80066840,5/10/09 11:41,22/11/09 14:42,3,1,3,9,0
80068960,5/10/09 11:50,17/11/09 15:23,95,59,807,14,68
80081135,5/10/09 12:43,27/11/09 12:59,58,9,2,15,0
80082462,5/10/09 12:48,25/11/09 19:31,3255,2937,749,12,0
80093898,5/10/09 13:40,21/11/09 16:40,48,59,40,14,104
80105002,5/10/09 14:30,18/11/09 16:44,120,42,283,10,60
80108639,5/10/09 14:46,29/11/09 7:36,84,36,536,13,74
80116934,5/10/09 15:22,18/11/09 10:39,37,18,215,13,0
80120250,5/10/09 15:38,29/11/09 4:14,2,2,74,12,0
80123421,5/10/09 15:53,16/11/09 17:16,146,21,82,12,0
80134498,5/10/09 16:47,20/11/09 6:40,91,93,168,6,49
80145116,5/10/09 17:38,26/11/09 5:59,35,17,34,10,0
80147748,5/10/09 17:51,24/11/09 9:51,86,71,854,9,0
80155564,5/10/09 18:29,12/11/09 16:57,49,15,79,15,0
80155947,5/10/09 18:30,15/11/09 0:19,21,11,161,13,81
80158718,5/10/09 18:43,25/11/09 0:10,12,18,70,11,28
80167619,5/10/09 19:24,24/11/09 23:30,123,143,579,11,0
80170786,5/10/09 19:39,20/11/09 3:33,1820,567,2805,9,13
80174132,5/10/09 19:55,17/11/09 18:07,163,734,5542,8,0
80195331,5/10/09 21:41,19/11/09 8:12,35,24,269,12,0
80200564,5/10/09 22:08,28/11/09 22:11,178,178,1319,7,117
80201833,5/10/09 22:15,24/11/09 7:53,107,14,117,13,0
80208917,5/10/09 22:55,27/11/09 20:08,41,28,317,11,0
80209956,5/10/09 23:01,14/11/09 0:36,187,85,1130,14,74
80217235,5/10/09 23:44,26/11/09 2:04,12,13,178,9,0
80220837,6/10/09 0:02,17/11/09 22:43,33,49,958,10,71
80223748,6/10/09 0:18,25/11/09 3:15,114,78,478,11,19
80224646,6/10/09 0:23,15/11/09 16:42,6,6,158,10,0
80231732,6/10/09 1:09,25/11/09 2:55,4,9,53,10,53
80232917,6/10/09 1:17,13/11/09 8:21,6,8,48,11,123
80233034,6/10/09 1:18,28/11/09 21:24,48,104,516,11,149
80246008,6/10/09 2:49,15/11/09 5:20,12,3,15,13,0
80256774,6/10/09 4:02,14/11/09 1:57,74,526,10937,10,106
80261659,6/10/09 4:35,17/11/09 2:42,20,5,16,15,0
80266687,6/10/09 5:10,16/11/09 3:50,11,1,24,4,0
80270175,6/10/09 5:35,16/11/09 1:51,78,66,1220,9,0
80273167,6/10/09 5:55,20/11/09 1:56,26,16,91,11,76
80279818,6/10/09 6:37,27/11/09 7:09,130,68,106,7,0
80288843,6/10/09 7:27,26/11/09 0:44,1,68,714,14,71
80291665,6/10/09 7:41,26/11/09 7:22,88,106,1679,10,34
80314203,6/10/09 9:24,26/11/09 6:39,44,25,221,8,25
80316308,6/10/09 9:34,12/11/09 17:49,5,8,191,15,106
80322973,6/10/09 10:04,26/11/09 7:56,78,45,246,8,11
80328905,6/10/09 10:30,17/11/09 22:50,145,77,776,15,64
80331610,6/10/09 10:42,29/11/09 7:45,20,13,245,6,20
80332990,6/10/09 10:49,25/11/09 11:57,23,35,87,12,50
80333877,6/10/09 10:52,14/11/09 22:25,72,13,65,10,0
80344138,6/10/09 11:38,18/11/09 11:22,224,174,843,13,37
80348327,6/10/09 11:57,20/11/09 9:33,10,11,912,6,76
80351359,6/10/09 12:11,21/11/09 3:16,4,6,101,5,0
80352239,6/10/09 12:15,25/11/09 18:16,140,138,65,14,45
80357722,6/10/09 12:38,14/11/09 19:04,40,26,140,9,0
80368809,6/10/09 13:25,17/11/09 13:06,109,70,353,11,0
80383623,6/10/09 14:33,20/11/09 19:43,40,70,1938,10,98
80384184,6/10/09 14:36,21/11/09 9:28,7,53,1506,12,14
80389400,6/10/09 15:03,21/11/09 14:06,78,7,206,8,0
80393647,6/10/09 15:22,21/11/09 16:18,65,6,19,9,0
80398098,6/10/09 15:43,21/11/09 18:59,13,4,49,14,0
80406937,6/10/09 16:25,21/11/09 15:35,62,51,224,10,90
80413735,6/10/09 16:57,25/11/09 16:37,34,16,63,11,21
80419394,6/10/09 17:25,28/11/09 20:22,38,50,363,13,0
80421796,6/10/09 17:36,13/11/09 12:00,440,79,12,9,118
80421975,6/10/09 17:37,25/11/09 5:26,8,10,296,11,83
80439160,6/10/09 18:57,19/11/09 10:16,35,29,349,7,0
80445463,6/10/09 19:27,12/11/09 16:29,91,45,132,12,35
80450930,6/10/09 19:54,22/11/09 6:09,54,29,115,11,0
80452458,6/10/09 20:02,25/11/09 17:03,86,47,315,11,0
80454496,6/10/09 20:12,27/11/09 20:46,28,30,58,9,0
80458024,6/10/09 20:29,19/11/09 0:27,9,42,387,9,33
80461117,6/10/09 20:43,26/11/09 22:50,19,8,15,5,0
80468383,6/10/09 21:19,18/11/09 22:03,126,71,668,8,69
80469410,6/10/09 21:25,13/11/09 4:47,5,9,160,8,0
80487547,6/10/09 23:02,23/11/09 21:19,15,111,37,10,138
80495770,6/10/09 23:51,13/11/09 1:09,1,188,2058,11,71
80498005,7/10/09 0:05,14/11/09 14:30,14,6,49,8,54
80512017,7/10/09 1:36,18/11/09 4:16,20,11,7,15,0
80514688,7/10/09 1:55,16/11/09 3:51,18,17,58,11,0
80517232,7/10/09 2:12,15/11/09 22:26,4,217,4668,6,128
80518262,7/10/09 2:20,14/11/09 22:18,1,11,15,9,0
80518275,7/10/09 2:20,14/11/09 1:09,60,77,2397,12,32
80536666,7/10/09 4:30,20/11/09 18:17,92,20,268,6,158
80543578,7/10/09 5:18,21/11/09 2:27,87,118,3799,7,15
80545246,7/10/09 5:30,20/11/09 3:40,49,35,82,11,55
80545504,7/10/09 5:32,26/11/09 15:24,4,4,35,6,18
80556013,7/10/09 6:45,29/11/09 8:30,30,20,155,6,112
80563678,7/10/09 7:27,24/11/09 5:04,21,14,50,15,159
80563733,7/10/09 7:27,21/11/09 2:42,77,114,2184,11,67
80567665,7/10/09 7:47,26/11/09 21:59,0,5,341,13,0
80567698,7/10/09 7:47,21/11/09 7:25,69,56,2165,9,99
80571750,7/10/09 8:06,23/11/09 8:23,24,14,92,8,8
80577590,7/10/09 8:33,26/11/09 22:21,2,4,205,9,0
80583081,7/10/09 8:57,24/11/09 4:00,3,2,8,6,28
80595667,7/10/09 9:53,16/11/09 6:45,0,0,17,8,0
80603230,7/10/09 10:29,25/11/09 5:07,27,13,432,7,66
80609235,7/10/09 10:59,14/11/09 9:49,360,433,6469,15,120
80619100,7/10/09 11:43,14/11/09 6:38,162,140,167,11,140
80620048,7/10/09 11:46,15/11/09 6:00,31,1,80,7,49
80627136,7/10/09 12:14,27/11/09 6:35,20,0,646,8,0
80635308,7/10/09 12:47,26/11/09 1:43,136,108,770,15,0
80638153,7/10/09 12:58,17/11/09 6:56,22,29,284,7,159
80650963,7/10/09 13:53,28/11/09 19:39,24,18,240,8,57
80658923,7/10/09 14:28,16/11/09 3:39,21,15,542,6,21
80664020,7/10/09 14:51,26/11/09 16:52,28,2,9,13,0
80667829,7/10/09 15:07,15/11/09 15:40,172,55,58,10,65
80669463,7/10/09 15:14,24/11/09 17:19,67,37,360,12,21
80678983,7/10/09 15:58,27/11/09 18:41,153,143,4871,8,0
80678998,7/10/09 15:58,14/11/09 9:38,35,40,569,9,11
80686362,7/10/09 16:34,25/11/09 17:31,70,46,116,9,0
80690750,7/10/09 16:55,29/11/09 13:23,78,19,133,11,0
80707811,7/10/09 18:28,17/11/09 9:43,94,542,4192,11,83
80709476,7/10/09 18:37,28/11/09 22:21,1,1,27,9,0
80718927,7/10/09 19:23,23/11/09 3:18,250,248,3291,8,77
80719435,7/10/09 19:25,14/11/09 21:00,56,57,4151,9,78
80725356,7/10/09 19:54,27/11/09 0:18,29,6,160,12,19
80738636,7/10/09 20:58,16/11/09 10:28,53,23,72,8,39
80747564,7/10/09 21:45,15/11/09 6:48,284,270,2088,7,93
80774303,8/10/09 0:28,13/11/09 1:30,201,189,33,8,83
80775268,8/10/09 0:35,22/11/09 23:42,277,265,4099,10,32
80796893,8/10/09 3:03,13/11/09 12:48,0,8,444,11,0
80796904,8/10/09 3:03,15/11/09 7:25,37,34,193,11,0
80797634,8/10/09 3:08,23/11/09 0:43,0,18,1228,10,0
80801950,8/10/09 3:39,16/11/09 6:56,63,117,357,8,6
80804324,8/10/09 3:57,18/11/09 18:57,7,10,677,8,54
80814138,8/10/09 5:05,28/11/09 23:42,39,7,5,8,0
80827167,8/10/09 6:32,22/11/09 11:56,43,44,312,9,79
80829007,8/10/09 6:42,13/11/09 0:10,8,10,41,9,22
80846409,8/10/09 8:18,23/11/09 8:31,26,11,35,9,0
80847209,8/10/09 8:23,18/11/09 6:55,48,40,158,13,159
80851740,8/10/09 8:46,25/11/09 3:14,43,36,547,14,105
80858484,8/10/09 9:18,24/11/09 16:57,593,337,99,12,37
80863342,8/10/09 9:41,15/11/09 6:57,0,41,218,9,25
80877183,8/10/09 10:50,12/11/09 23:15,297,141,531,10,41
80880618,8/10/09 11:06,14/11/09 2:52,23,8,56,11,26
80881081,8/10/09 11:09,13/11/09 13:53,37,40,2452,6,111
80885208,8/10/09 11:28,15/11/09 8:43,10,17,602,6,160
80888101,8/10/09 11:42,16/11/09 9:29,419,220,189,14,160
80895020,8/10/09 12:17,22/11/09 21:24,17,29,1629,10,61
80906852,8/10/09 13:13,15/11/09 11:31,41,23,264,15,0
80907611,8/10/09 13:17,21/11/09 21:27,26,31,360,14,108
80911511,8/10/09 13:35,15/11/09 11:12,160,21,131,11,0
80911746,8/10/09 13:37,21/11/09 2:17,37,21,119,8,58
80918991,8/10/09 14:10,14/11/09 8:57,245,109,22,8,0
80924305,8/10/09 14:35,23/11/09 13:17,937,217,268,6,0
80942609,8/10/09 16:01,29/11/09 8:52,29,89,977,13,33
80956692,8/10/09 17:09,14/11/09 2:58,20,4,64,7,36
80965806,8/10/09 17:56,20/11/09 19:15,43,15,265,14,17
80966002,8/10/09 17:57,18/11/09 9:59,48,99,419,12,26
80973186,8/10/09 18:35,17/11/09 15:24,3,3,99,15,0
80973287,8/10/09 18:36,17/11/09 6:04,47,52,350,13,29
80985497,8/10/09 19:38,14/11/09 20:40,6,4,127,8,0
80991874,8/10/09 20:11,21/11/09 6:45,83,274,793,14,0
80994837,8/10/09 20:26,15/11/09 18:02,22,19,483,15,57
81018961,8/10/09 22:40,14/11/09 14:13,22,51,1601,10,81
81026349,8/10/09 23:26,21/11/09 18:20,0,33,64,11,75
81039931,9/10/09 0:56,25/11/09 9:24,188,23,211,8,63
81041670,9/10/09 1:09,14/11/09 0:39,103,11,22,15,0
81050823,9/10/09 2:12,13/11/09 5:30,25,19,441,6,0
81053796,9/10/09 2:31,23/11/09 7:21,160,34,562,11,30
81060811,9/10/09 3:20,14/11/09 7:33,132,193,2328,8,56
